Timestamp,Bit Error Rate,Pulse Duration,Rise Time,Fall Time,Jitter,Amplitude,Frequency,Signal Strength,Phase,Polarization,SNR,C/N,Anomaly,anomaly_pred
10,4.066808949549507e-06,58.43674139307254,10.363646658311966,9.66565327241633,-0.05176710623373733,0.8959928487055753,103599217.0990402,-60.360536666500245,-2.3950246021511274,0,24.25146863222903,36.22079119112631,0,0
11,1.2025371101844847e-05,51.34815849979898,9.096230820043713,10.514786518429387,-0.2252806070094321,0.7595941921568883,129792492.38363823,-47.99184584100409,-0.7388569599149166,0,29.452641626011314,13.403151770548527,0,0
12,6.6561912171294145e-06,50.993303619913085,9.864035414337653,10.363812059345394,0.13876417439143426,0.9260101874649936,154136029.98910373,-60.023616081476874,-1.3263893884440194,1,21.018700585010677,32.93284524505774,0,0
13,3.952372005591004e-06,54.716472701858244,10.253711112538676,11.086811489340326,0.09417831556169823,0.9072137555629046,120920200.45424858,-37.66006627403193,2.841615049640404,0,20.888144021509763,21.165171173151506,0,0
14,9.96944944776091e-06,52.95637806311195,11.002893821509806,10.534601143411983,0.051827752026210844,0.9136923690678226,109282599.88685055,-58.08893939868587,-2.467745772372007,1,14.017839789259035,12.54334656730247,0,0
15,7.129132798364688e-06,45.61077460345304,12.42356974236034,8.91512297567512,-0.17322348628711653,0.730369918681226,55297318.69603988,-44.90009862465258,2.883127046493959,1,24.859294903732447,16.361805711723957,0,1
16,7.127801875804799e-06,53.042602183722366,10.438720751985164,9.127325817291684,0.12433721613429367,0.8819935522133224,93289645.89730078,-51.91902182456202,-2.437537436537005,1,20.47198525940713,15.226776702694611,0,0
17,8.904656155723798e-06,56.061738401477974,13.005663645238798,11.908008341645273,0.1085332937816445,0.8116247373274518,74662007.89868984,-46.21117840519427,-3.066175391173276,1,29.536833573556216,14.109342495975744,0,0
18,2.9413313792103777e-06,49.67422132484313,10.791034798500474,9.403275171033801,-0.15578028239808173,1.1311569350727515,49748391.53359784,-66.02349132399608,0.38195348960603237,0,5.890997724701523,25.850503070846727,0,0
19,7.203631063800042e-06,40.711915385492226,9.416693001996853,9.363753179802952,0.0035117680314675176,1.171117107068637,60206956.42951591,-43.6556853929944,0.12863348418552034,0,23.36055878379497,29.1024540796762,0,0
20,7.632986603362688e-06,49.32409868183475,10.719728149790523,9.214303823279412,-0.12213983556671265,0.8762338958259064,122552968.23961279,-49.99005051413407,2.1761999327879105,1,32.5080271713208,49.66233708709557,0,0
21,9.226807921158286e-06,50.054786276584906,11.381259382138854,10.900533225363045,-0.019779620028710802,1.1621650915754236,91728985.65514106,-46.76268200548914,-2.5050618815616117,1,20.426707099337005,10.537583134106079,0,0
22,7.56413953524601e-06,53.80358691516336,9.32765471497696,10.839728364826945,0.10336062830920976,0.9333600716603303,96866616.09836096,-49.14098337224331,2.6171671194072905,0,25.650731610351535,24.123260051741873,0,0
23,3.7445347500097463e-06,54.30833093318619,9.279379191380373,9.950182434666289,-0.14444681246137026,0.9910153172398289,81950263.26883927,-48.513835005262955,-0.7062624062321192,0,26.649026775521047,15.15226845851404,0,0
24,5.157786644790024e-06,44.03318034867354,9.502753297905326,9.124349768306827,0.08199242801151801,1.0938244116335516,88557472.45422052,-44.23435181738139,-2.035490024572379,0,19.934240416065755,11.158671117886932,0,0
25,1.177614039509836e-05,50.99029191967416,7.539080909186544,10.060949925557486,0.005098757998425034,1.3218732653183416,72914565.42455372,-43.80398110587751,-1.7621712377198964,0,6.772154709064657,21.24515207811864,0,0
26,5.389577126609562e-06,54.94246832615363,9.903316831771713,8.822472339120587,0.00770742233568095,0.8722161288093877,111005047.97693482,-57.07559495513751,-2.3529658128517337,1,30.25599567535141,24.35041120440582,0,0
27,5.363585004288267e-06,43.589973578403594,9.384418498422056,11.034577647841479,-0.1390850914858703,1.256607628392429,101809353.15767169,-53.400031532098424,2.769602512325714,1,29.88402258350302,16.47467106771861,0,0
28,5.6984408405834e-06,59.254411165194085,10.588244700400553,9.615228496544615,-0.02352522714119808,0.9815332423106506,85132619.0192962,-47.68524860593841,0.9041166392595885,0,20.123454978991873,52.791823872750285,0,0
29,1.1715977473016338e-05,53.94362807755707,10.111881671997315,10.527265149057051,0.04943446770703951,1.2777522788064526,117681428.85683061,-52.4265196414363,0.2509037909994154,1,16.728028507967277,35.081958544899805,0,0
30,4.773606960160277e-06,43.1236436284419,10.306478116920216,7.8742748867607535,0.05749081971330322,1.1445415555538778,122186910.1852951,-53.86552121316651,-2.042831003536845,1,22.25492775648787,25.798182505162547,0,0
31,1.4967092700204764e-05,43.75582906121928,8.411948870260103,8.057020829587643,-0.07699384020556985,0.89566049134635,99372228.86855385,-34.14051698431552,1.4889322254211645,0,19.474148377273256,14.711021725934708,0,0
32,3.799558266201144e-06,51.26992551508695,9.516970980127343,10.828235002079287,-0.028002382929746036,1.1637401327551022,113817669.75774206,-54.626351592013265,1.632600681341235,0,6.301439220497199,17.675175995445382,0,0
33,9.186214617201477e-06,43.26411510167504,10.931237569644328,8.717085095820359,0.004942750148012617,0.8628429534111606,66895345.676486135,-50.15106359584536,3.0674082014943487,1,14.414314994461396,19.375727986278058,0,0
34,1.793700819056502e-05,50.10559053363857,8.93121120254093,10.552036890266201,-0.16107696293123333,0.8169656433356061,82314259.90552464,-44.6356027388808,-2.1322700123541454,1,32.76123427960559,28.565127043215366,0,1
35,8.051496476954684e-06,53.976055184850935,7.879090888553266,8.687629727064014,0.021959147262561898,1.0553882769225866,129957066.91109788,-65.77045491852908,1.2138760654948344,1,28.49042715916415,18.65954768611792,0,0
36,9.961618377069877e-06,54.778104971548075,9.93222891160749,10.496373980276045,-0.007134809580822366,0.8128907803314529,146979894.79357618,-45.89080747427923,-2.8930300515577807,1,24.835994271971956,47.16518847039086,0,0
37,8.174845947473072e-06,47.56128018032277,9.010820732456107,10.81692114131751,-0.04851180801969429,1.0907044817357943,59047987.797283016,-53.050102250344125,0.24827575719741768,0,37.25517704471357,11.97326850264622,0,0
38,4.931050625927981e-06,59.945406660779156,9.80859561034512,9.623577356454504,-0.08507860692574394,1.2032723159346657,97860257.40555444,-49.59198928007136,-1.039196158006554,0,13.567581986234861,21.16130259848119,0,0
39,6.601691967949915e-06,50.47419421334889,9.624909231792893,9.875030819919798,0.0011420564729716237,1.1102513764924,32185495.74866782,-59.08640179596712,2.6490822306888058,0,12.918832878146798,18.3199288077111,0,0
40,1.02403922246188e-05,51.381960362302095,9.832927785808675,9.420993670655086,0.0005271337889221077,1.0880063832853006,94490116.86766995,-47.99759355486425,-2.4534785999563997,1,27.059363455097138,10.925691509198723,0,0
41,5.932598906732507e-06,46.04461073191553,9.627571051128822,10.779345379626381,0.01686700877761159,1.0667898309003312,116389904.67904639,-48.14748999588817,-2.46458873378392,0,38.624241748096374,36.636182180416206,0,0
42,1.9412261995179925e-05,48.67912919695792,9.201832654304646,10.204343682567563,-0.015012883150104862,0.8176203982600477,110512889.35677934,-70.8236993422519,-2.442317406505153,0,22.43201616160166,9.632133476414227,0,1
43,5.142776405204448e-06,48.724167010770266,9.56091309463958,9.409513548277747,0.052431737208948774,1.1059239339103704,56865494.445686914,-52.57369643738204,-0.21653292018270154,1,26.630237826591973,47.83581274286655,0,0
44,1.2881042209623076e-05,50.915355937679465,10.03389274599975,9.523756461448029,-0.014864585003130565,0.938654013841244,88320416.6722244,-40.52341047310951,-2.2759230296159916,1,18.19837146903742,19.320991356554963,0,0
45,5.3037569581231195e-06,51.186749698752315,10.35156052149752,9.887693798764158,0.15584955283782287,0.9208981114528915,72093721.07053557,-45.11289119714514,-2.687847728390662,1,19.077801462396803,11.286503701459475,0,0
46,4.347124888852788e-06,45.290651541514315,8.830076595916136,11.104457123253379,-0.06421589938965788,1.1043171280426136,149738421.73394865,-48.818189121875974,0.5750558885255859,0,13.215010960425818,35.21397897031777,0,0
47,4.23776436721756e-06,57.48912640767835,11.106460067321413,10.00089081204706,0.04410056841789972,0.48798692657607734,84280892.05837062,-63.63570387402876,-0.903453040276474,0,12.423844909538477,17.341078134562352,0,0
48,4.81276863304286e-06,47.577761953684174,9.505693105533654,9.833490368156413,0.1918896863704034,0.8448300110133629,23348406.00363405,-60.49735299609821,-1.9105913915614157,1,14.06716463370701,14.406486218099092,0,0
49,6.601075046293518e-06,46.90964202773374,10.103728815150426,10.057304231773731,0.2701893137078812,1.0788491095634425,103099575.17640114,-39.31587721645023,-2.8308041126018653,1,11.297607618805813,7.654950462350287,0,0
50,5.78667205911397e-06,59.12384513025437,11.293140743165148,8.996555826498787,-0.10917929787054431,0.678524357539958,99707473.92686154,-50.385295749004044,1.7103314763117528,0,15.906180996028189,14.098078704611828,0,0
51,9.240084956347656e-06,51.15108049273434,9.54563690676366,9.48323925665846,-0.02240249571781122,0.645379364627243,143735928.25987187,-54.88815103307456,-0.36162342528766356,0,18.1330416145598,10.584900959525694,0,0
52,3.3429066796931364e-06,48.24915177231869,10.241333725029845,9.126202433863131,0.10512146058957494,1.1684489415523673,106375995.45204635,-40.915075090251854,-2.445000040636737,0,25.117310309722285,32.55602835759203,0,0
53,1.3222429060841157e-05,46.281839337097466,11.785525649864757,9.259177484341757,-0.07772761080421609,1.003258158236708,98656264.6545623,-65.36012318625417,2.745907670115895,1,21.093066577867518,33.46249409525882,0,0
54,5.575610823511117e-06,52.45114708148198,10.588883152497246,8.697956512348638,-0.05157126569685316,0.7549497822463644,98830704.25081897,-35.60218072060471,-1.6751543351709552,1,17.48141276833691,12.006788971711405,0,0
55,4.936315655241841e-06,57.57491667806349,10.003222077458691,10.581969152149679,0.09235987651771832,0.843472544520561,166410787.52666,-44.52296603438945,-2.675465756613646,0,30.867186905634007,17.57734440609647,0,0
56,3.77773341670628e-06,52.449883678540594,10.799174294431952,10.93930278057088,-0.0709555387190868,0.9887888990065993,99956593.55844113,-56.87415408125393,2.5930936947222127,1,19.394413965762922,52.50657850363486,0,0
57,7.69039835735415e-06,48.31453195358591,8.84948573891541,8.849381523220323,-0.20401878633746243,0.9401344726733715,40182092.080580264,-69.52820236494996,2.546855739891022,0,27.695850099797816,14.714178523580713,0,0
58,7.881366583444755e-06,47.63662457848185,11.387621087576582,9.16745203431175,-0.026763336557076436,0.8609029321649654,108830767.67248577,-51.42936135191614,1.0759794788941779,0,14.561934606598461,16.099281553776432,0,0
59,2.0338751280995222e-06,50.384542993013916,10.806348479100379,9.287459407465041,-0.015503893279807869,0.9865107124136904,112330835.88936166,-46.440741463094454,1.473182488106219,0,18.44328851251128,13.78409910472185,0,0
60,9.987904923862777e-06,46.13905446245677,10.93819786560626,11.00397400598522,-0.0660042998321119,0.9236757562996415,67041328.40092603,-41.91479644931053,-2.8115021568724066,1,24.447452564420573,12.49627785351488,0,0
61,4.106856162913195e-06,41.433702686985924,8.445879585868614,10.604101607455958,-0.1277945252153065,1.1678701184878593,117676344.6762564,-55.66423833250368,1.8682138270085291,1,15.22284275257851,27.308547178630032,0,0
62,6.20224959644311e-06,48.76658403532726,11.255906448525657,8.463033907190747,-0.0007402796508591874,1.1381691687908044,146513952.06122863,-57.96992206772636,2.9116944325340137,0,29.992034477832146,13.72801414461898,0,0
63,1.0251975328405144e-05,37.61201195716581,7.730587036860413,8.57080785456885,-0.021360697279339858,1.2459992269444977,57513971.56682333,-39.17031702716632,-3.0067284455588785,1,17.16176778593602,14.012169354403287,0,1
64,6.754830147281332e-06,56.56422437615115,10.719622890224938,9.605272713794252,0.12655500213752446,0.9769990166933715,121709586.83707333,-61.542906492375735,-1.710022014200744,1,12.91790478425591,15.516384410115734,0,0
65,5.317069911185726e-06,47.04440624906039,9.836486277392858,10.3080478654561,-0.0717377129142822,0.917257703634798,69994748.594257,-63.44101260724291,-0.014310159605812611,0,16.860217862918446,23.03473016257349,0,0
66,6.8545159692074375e-06,53.22545508232122,9.11284122330979,9.734588079767697,-0.026857915262118778,0.8811172294199026,99946056.29512961,-44.06479747595587,-2.2973894301235163,1,11.91849351420343,34.891782660278594,0,0
67,9.259137750743608e-06,44.83420119547304,10.448411031432453,8.934255607342498,0.09348910181704048,1.263368151883919,142271657.06250477,-46.797244257015784,-0.40336749772299685,1,21.487373801475986,23.30500947880612,0,0
68,2.7103831579663317e-06,51.75389424322745,9.484001402529774,10.053946187694129,-0.10341897507525284,1.2765741088115348,118586762.05369942,-57.943600435302585,2.6530974816478494,1,27.46911761176563,8.598366437989721,0,0
69,6.703424697039176e-06,53.921677545807476,11.35375460465132,11.791562133461818,-0.0011745578916015343,1.4521479347312676,99059562.62951416,-26.582843637285226,-1.3377397481943027,0,9.271905807046245,36.73374005502652,0,0
70,2.9335621488816364e-06,54.88023370495385,8.850827267114465,9.251751790349523,0.14856986665398073,1.1069780874013158,111227754.64750051,-53.14825220114653,-2.3964223750674956,1,10.743869407432157,14.131089498585993,0,0
71,8.939752556958826e-06,43.220808639426515,9.680459912389878,9.858404235303652,-0.048964632306664285,1.0126560309531147,154560349.8082388,-47.91868711834319,-1.9865838090238854,1,6.67869428053866,10.76942705766121,0,0
72,6.356728805566504e-06,49.70675498151259,9.526264217858003,10.310354828003097,-0.07169897632793386,1.0063326195245117,71211255.20294473,-58.25062780565424,2.586520716260594,0,11.569612193041044,60.71980080824321,0,0
73,6.193676730692611e-06,52.51644058912983,9.737241375589898,9.71988739373321,-0.09335071878285021,0.7619256070433895,121288101.15460294,-54.2046690271598,2.5461795917188956,0,24.243088109751483,19.462269732906986,0,0
74,6.197944361410105e-06,58.635885557246,9.883274498909703,10.918170293889688,0.13093312377100857,1.0928980028026336,69354292.04642324,-44.994974604579404,2.071225290773209,0,25.109099039553477,7.463922727388257,0,0
75,3.6061380290902377e-06,52.1830347160217,9.457622392088682,9.831467881264244,-0.12395275644877518,0.9204297257215479,122943129.89523923,-45.03071901276962,2.143395810888647,0,33.43414218060052,12.954465673365155,0,0
76,8.28349275488312e-06,43.269896346531716,9.67039019469329,10.11497665575135,0.01836682626398031,0.7560215303677399,63099044.434202515,-48.93613989733128,-2.5839208654348944,1,10.983206112116264,29.052986877084553,0,0
77,1.1823057025460087e-05,55.3103497805849,10.806888387014986,9.997165495406438,0.2296402134924636,1.2183029705307364,132476200.65951651,-51.685037113267,1.9253415264179976,1,42.691569772096635,15.398974743220487,0,0
78,2.5460269606882357e-06,50.347401091290024,11.33445316446672,11.171183675712399,0.04876292547383977,0.8117644720148703,64810817.54844057,-54.41820971454734,0.21044808446445318,1,45.68131512819802,15.973205668428202,0,0
79,1.736261618400926e-05,49.48796186304979,9.202851368474184,9.569806847551982,-0.09668020603229725,0.6396599347426479,115691400.74701762,-26.37663480743637,-0.05708100495811985,1,12.735745505265708,32.914645571635596,0,1
80,4.427948674217411e-06,56.22030907572395,10.422012966320084,8.754677793045824,-0.05054449229472966,1.369788642938644,111474327.02919294,-52.75128840512044,-0.6286853644684589,0,13.359647068339244,33.669383798333904,0,0
81,3.5995574969231852e-06,56.24369952036575,8.621870309289083,10.67032703553742,0.13596609076743055,0.8529563054858451,100740247.60703103,-73.83448402868214,0.6941074792445532,1,20.90933639788353,33.02042077840259,0,0
82,5.5360234415701275e-06,44.36639510100537,9.898209284230106,11.246154093395743,-0.10308558304691391,0.8195407913349754,99602243.40095544,-40.41206854180065,-3.0498873344416944,1,17.067071289242335,24.476458234891357,0,0
83,2.5308080361531502e-06,43.730727933932265,9.906840628938404,10.169657427968215,-0.02330282626438733,0.9839757306744251,122326935.64254521,-63.952807225455494,2.7141048026557453,0,32.02643099988824,14.003728673142714,0,0
84,9.524256088550894e-06,50.92998867057642,7.111739515538726,11.95299208886843,0.1443843944952426,0.9257148716629408,97349169.45167473,-54.6301626877075,1.0233107925080667,0,24.12107740401201,23.31455843978184,0,0
85,2.642969579536135e-06,54.47805272266641,9.197428632851432,11.004516583496057,0.18119201635517787,1.0300239253738568,98321787.88694762,-59.83008307611259,-0.41810239186403075,1,12.374078078695387,10.02225116491486,0,0
86,6.7641906492732755e-06,54.39905784547941,7.817742281216388,8.662815482049528,0.12284108249666036,1.049575509292259,70541337.34260468,-40.92742635147511,-2.4979089556660905,1,8.80112889890264,10.293629544146174,0,0
87,3.6722363561061835e-06,53.463929282443466,10.856666190553137,10.00758934125836,0.03588361763880587,1.0930316201605264,99476372.44451791,-58.77262629252445,-1.7607345999281512,0,10.185129877566398,13.930300171860232,0,0
88,5.072257872569426e-06,55.091578977050936,10.53075615417596,11.239521269412565,0.030455857533540437,1.01713035208259,68321690.16089031,-63.32863538005071,-1.6791586106768808,1,25.289443005466456,21.60218366911671,0,0
89,1.8930417258525704e-06,55.13033065366264,8.354193138854514,11.479476682020957,0.021740619549788176,1.097407271139148,91658067.02748999,-52.13575963098316,-0.04833322109288796,0,10.21376152449877,24.475916518709333,0,0
90,4.0291009396394805e-06,59.533422120971395,9.105875071226624,10.114627670288252,-0.1506073420963083,1.3590458509451162,108750010.64440416,-49.30233236454774,-1.3192925925177004,0,38.643583364207494,28.339742935125393,0,0
91,4.726386940598199e-06,52.89607548202294,8.113659281844647,9.335856517848805,-0.13630694511598104,0.8923062638304352,84658823.41972779,-38.859103258620166,3.07550355544652,1,8.267427681433983,20.587314191854308,0,0
92,6.512955756088683e-06,51.749846254581975,10.351890693221751,10.493289950539026,-0.15521635580637602,0.860633551263043,48097267.78041846,-50.99799033775567,-0.7280762283196562,1,17.371224901055218,12.684347673885917,0,0
93,8.471067677770512e-06,49.5012868553697,9.989762207817948,10.31743721616997,-0.1758275990479767,0.8355433922037323,53390689.24297888,-55.801209511783405,-0.38929957575222973,0,14.128111203517912,48.54084037993036,0,0
94,3.1000465199618456e-06,50.489275077764084,9.86427239370876,9.270504160247912,0.08308727907727387,1.018882587715118,124274130.13974959,-69.22344047580187,-3.017840960467207,1,15.83074108704034,14.087506521114516,0,0
95,5.674557915407081e-06,52.81227434250451,9.605811989054244,8.50799535028371,0.10047308020527686,0.6852507128730018,83400411.25790526,-49.80788346197528,0.8584530962876968,0,33.302809148475646,31.618642180094078,0,0
96,1.6386094768466575e-05,53.84446367211626,10.820165643494454,11.422825258364721,-0.06656972548706835,1.3412654479456814,73170557.32181737,-46.896395441940456,-1.4516477514891906,0,17.90933825898464,21.12514304361952,0,0
97,6.970725577023888e-06,47.70643102664835,9.128048457378814,10.795272520253722,0.13715798055134668,1.0174915092082328,118463918.59639266,-40.16055050840851,2.5603716585469485,0,14.12591648786766,9.384894064232178,0,0
98,3.6859149694189236e-06,51.44712404560716,9.44541750139276,10.167053901589279,0.05247686253045755,0.8630015450750658,123288208.0087798,-58.0989669694013,-0.8254402240843062,0,12.601079081761535,18.892825766804158,0,0
99,7.58986968133011e-06,51.0032487158681,9.436415786377038,7.552232858253646,0.016136160280508686,0.9735125381393116,67867027.76023641,-36.018502673461526,2.1892346793141853,1,12.777806525784024,11.765085554345333,0,0
100,5.057607713092587e-06,53.05651303601202,11.487828299523144,11.436990625941394,-0.01798391141001343,0.6333098845056643,159736957.82341152,-40.72175283765573,1.324603668453305,0,21.978501961402408,20.547600570357456,0,0
101,3.0385982865821182e-06,53.118757478148204,7.809446901503081,11.501720055989312,-0.10027732123536244,1.0591398013263802,132979184.97820212,-36.30018289708276,2.461169092757962,0,24.944743492965976,12.57959944812417,0,1
102,5.5826516218469166e-06,46.163337004693695,9.707149726181036,11.145395927612025,0.05486838196122739,0.9733747638714187,98797283.90661103,-43.556945672648276,3.07716476510301,1,31.309865870124394,8.071326663607495,0,0
103,8.055088254123094e-06,62.21345625448799,9.640633171507314,9.404355759253336,-0.0055605494992350055,1.300470890809841,98340199.39567505,-38.17636051815806,-2.335727206624857,1,35.9331775435829,25.54496222190468,0,0
104,8.18178525044662e-06,46.232155992573794,10.691145160652239,11.042411097825891,-0.023813770692985434,0.8519858103550288,118855129.61453694,-53.93074998555913,-0.7589916818215023,0,27.33828118384818,11.859654403576632,0,0
105,5.953842731401695e-06,51.98948659865323,8.83863729597652,10.451248900533347,-0.022570829562725412,1.0555186541049264,101660012.10804038,-81.91320170838249,0.8764185775953841,1,16.06803811489323,11.91842839898709,0,0
106,6.2074373339174805e-06,46.59673704703084,9.935076723415568,11.380723254056077,0.02819667189760199,0.899295066238739,29653292.175673217,-71.19284511780754,-2.3316686443177446,0,17.523984064244907,21.789146684643725,0,0
107,5.0339981967926825e-06,44.48799437736344,11.807737853436127,10.607741118162915,-0.08328911204581788,1.1997024379330015,79045809.87634428,-48.28799491334752,1.1659912018726448,1,17.853300887373976,12.515754490468229,0,0
108,5.502371245353438e-06,47.50574537987647,10.264102497001774,9.494127144454358,-0.037570219699105865,0.8594735047939793,112873727.41926445,-61.38675094661513,-0.5140574629694625,1,9.456969612159634,12.29929151795323,0,0
109,4.601632094497694e-06,48.95795232065603,10.481588889282866,8.592251464282354,0.003661781121531145,0.7860916966543292,89331390.76361643,-53.88203810598645,1.402820777593977,0,24.950761840092014,15.648402364125367,0,0
110,1.4282842585322152e-05,55.79633890505234,10.312254341945188,8.439567408371586,0.04976979305605223,1.1847061539402475,62123811.86781437,-46.64894752950096,0.9619569926000402,1,9.746344529917721,20.7255831801345,0,0
111,6.800565259288894e-06,43.39478991305893,8.869253656762556,11.363668016263373,0.07513155406357191,0.9234622456076842,106225812.13891661,-39.98808421647116,1.2229976158063671,1,25.36819458875507,24.71116417092008,0,0
112,4.058961384152801e-06,55.86609457064973,9.965313138392297,9.351790045091882,-0.0730850223636773,0.8051021308416341,37767831.49699748,-31.22175863842478,-0.5457040844278107,1,24.93601690598958,30.696418677780493,0,0
113,6.45951695941078e-06,51.41505962262319,10.986141976725426,10.914234801947886,0.09600368865251803,0.8169502997684839,74509812.17457137,-45.82744970554825,1.805440577049617,0,14.394783990565683,16.64274851128931,0,0
114,8.832141517155615e-06,51.97584576864703,10.066123119372618,8.567775600466295,-0.01559271325344962,1.1374735292625517,160129383.6064703,-40.820972306844965,-2.557351279634046,1,4.629226360810504,24.75833236508341,0,0
115,3.424697148322132e-06,56.471884632699656,12.413176395476114,10.780358876702559,0.12724715057961172,1.0505682573533697,71958222.71060371,-40.64109022806699,1.899920587042491,1,34.015138924034645,17.073358939744306,0,0
116,3.046774619905408e-06,49.77967817062229,7.7002958540201245,7.310587547406092,-0.08872735580693888,0.9101422959169689,84718604.77461585,-62.38550350680093,-1.0738071843202923,0,15.666200454564068,12.595889953005589,0,0
117,5.477521065250643e-06,50.86576500121407,9.490524946275702,10.321240231194293,0.010683897125262598,0.6859534560134386,117175644.15378705,-47.000388612794126,2.533513216458169,0,20.66431766342822,11.591494953311367,0,0
118,8.031194667128444e-06,42.555283841762574,9.449864398783696,9.485354225394603,-0.02331161653521509,0.9205490857360468,138753505.04888287,-57.54528217943003,-2.035419881086315,1,10.501860680817714,24.637147925082566,0,0
119,4.238013162978973e-06,50.33076870781812,11.387523530214647,11.16579701026101,0.08837253163799631,0.8518198590870321,115416054.92585628,-50.4598707714124,2.566666134050613,0,12.16298846835315,21.978556925770167,0,0
120,6.636227184854739e-06,50.98912182764102,9.315795973161773,10.184312438697683,0.12373567224275667,0.8555822009649747,53822810.465898,-38.598465796015944,-1.7484917375834776,1,18.74006827700484,15.178845447137602,0,0
121,1.618127604641827e-05,43.33382923170281,10.033714007878306,10.931317755828657,-0.136603832987725,1.1971638016651824,129404417.09151143,-45.46236368000136,1.9695239848123114,1,12.628987732822758,29.60358667031468,0,0
122,7.779323736345705e-06,49.098051838942155,8.234667954419416,8.827581303127792,0.011128499510986746,1.2503803436568692,149254532.65510854,-65.31694309295128,1.0669817650508557,0,10.563201356243066,36.14739912425359,0,0
123,4.873507592553904e-06,53.889040956457166,11.033293181793669,10.487839854229469,0.07926629438651987,0.6473961637437087,119173743.07343623,-53.964226607590895,-0.8820188599180612,0,34.72241358025198,22.104130336719933,0,0
124,4.9136177078161914e-06,45.4468610463354,9.208384184314939,11.213978105801033,0.06998123344979555,0.6441285372550372,131689805.43366231,-38.59689931828009,0.6114781559568114,0,18.136956095859723,23.131484206774253,0,0
125,6.057171714616403e-06,50.23001940116339,9.700995236914416,10.62352095471652,0.18597259142693387,0.7133116856955953,104635525.36329629,-34.54955346633302,-0.6365441703986625,1,70.88711695886924,22.413756489270913,0,1
126,2.8856044733705087e-06,44.724879195278334,10.927449905785753,11.00186012739136,0.15097115112105974,0.8111637291510377,118350231.35314716,-45.27312441663778,-1.0967564943163364,1,41.218516577946446,28.2476900168749,0,0
127,4.363521685420242e-06,53.697516228891956,9.975330507161727,9.670110444241997,-0.0773781549158157,0.9318459527605294,79955809.68550673,-53.311665112120956,-0.6142312112653343,0,10.612723130589057,31.841846110173282,0,0
128,8.72121959142685e-06,52.0101595074674,7.964660219929171,10.259916022257073,0.013343999603565969,1.111160151992084,110156321.47114356,-37.47348828018089,1.483847579552945,0,18.60015412071469,9.996002360474654,0,0
129,9.187614348542367e-06,57.75545135702458,10.835061144657814,8.490117708049024,-0.005131530385958079,0.9597298773877204,120425529.52426404,-63.885185392699924,-0.05646282696606386,1,65.88225448252088,17.675697299328426,0,0
130,1.158075622968086e-05,46.183779884139526,11.59393967296186,9.502575030092661,-0.1567513774584586,1.0974932476227,72363578.05439849,-47.051846744031046,-1.8418490905932121,0,20.625640177407377,30.314372644124475,0,0
131,1.1145254522342593e-05,57.89111100157586,10.815770010318333,10.655365362010674,-0.05742412574505845,0.9763912187633957,91332491.66766168,-48.78033400033932,-0.6462548201414116,0,42.50588636567232,6.741777506400534,0,0
132,4.553061656118507e-06,52.593674586971055,9.605817786870183,10.887633101294853,-0.012783236217630993,0.875347499794746,93898611.17041905,-45.28522021215922,-1.1863147828940914,1,10.626180234877083,86.25409166234442,0,0
